3.607424,0.563068
3.865401,1.094320
3.262140,0.006964
0.113984,-0.431734
5.595394,0.302611
1.660656,0.840746
2.978119,-0.164615
3.219501,0.157470
0.162341,-0.288384
3.008685,-0.073288
5.973239,0.118067
1.647485,0.634561
0.417955,0.370264
4.053413,0.284653
3.136721,0.231611
3.143603,0.028048
3.083756,-0.066348
2.203117,1.326653
2.496377,0.993290
4.502270,0.386419
3.155820,-0.069483
4.645183,1.233063
3.216917,-0.010688
6.169358,0.354472
6.261938,-0.000887
6.253361,-0.002813
3.132200,0.074951
3.174076,-0.018548
6.235578,-0.431094
0.207419,0.316121
3.296174,0.845893
2.688476,1.036993
3.032671,0.684546
3.990123,0.352609
4.345640,1.126875
5.098877,0.974892
5.237778,0.648448
3.279389,-0.652012
1.086462,0.630084
4.356676,0.915714
4.329819,1.287512
0.902926,0.235571
4.659251,0.006044
5.335994,1.251450
4.159643,0.153831
3.281767,1.066944
2.283904,1.338659
4.832978,0.466906
3.968066,0.040959
1.134973,0.503165
3.144449,0.119011
3.175121,0.118758
3.123847,0.162463
3.244198,0.130768
2.313016,1.120733
0.786293,1.361838
3.304907,0.157231
3.312066,0.158308
2.635835,0.965248
0.101259,-0.081465
5.040297,1.184813
1.169400,0.984946
6.078335,-0.464158
2.606756,0.966884
0.603618,0.773694
4.346002,-0.013885
3.990791,0.573673
5.439779,0.268189
3.772610,0.087907
4.558210,0.820576
0.478798,1.111120
0.490808,0.803171
5.576278,1.357131
4.580112,0.806054
1.530538,1.115739
1.768243,0.196417
4.817991,1.104263
5.983886,0.354585
4.829148,1.157456
0.878672,0.179285
5.752646,1.000340
4.823551,0.816456
3.559680,0.670899
4.264206,0.955802
3.074722,1.421237
3.953077,1.287821
3.064652,-0.071110
2.947331,0.083843
4.128533,0.968478
2.979279,0.026993
3.025080,-0.153503
0.147032,0.298026
6.024429,0.339396
2.897620,0.015948
5.975132,-0.222880
5.954484,0.024220
5.846283,-0.297066
5.870880,-0.233116
3.289073,-0.185438
3.293041,0.898413
6.147603,-0.388520
4.028545,0.488582
6.103810,-0.496890
2.592577,1.316219
5.973426,-0.012593
3.313253,0.609309
4.166820,1.169214
0.614984,0.863359
6.017752,1.378877
0.043334,0.744947
3.760352,1.321818
3.442725,0.880039
3.448324,0.848313
3.396852,1.125463
3.425324,0.808260
3.295138,1.331055
0.268971,-0.276686
4.385466,0.546901
0.032656,-0.461664
3.882413,1.364614
0.158382,-0.440013
0.059543,-0.328268
3.679224,1.280962
0.463140,1.420448
0.821629,1.427099
0.357944,1.174648
4.618667,1.321880
3.771150,0.099265
0.315374,0.502646
4.722347,1.360222
1.413437,0.325014
5.371923,1.391510
0.735160,1.312676
4.784289,0.450201
5.970138,1.080813
5.958333,0.108729
5.473653,1.416041
2.775515,0.999061
0.605236,1.220770
0.441793,1.397602
3.095226,1.353774
3.154030,1.182553
3.802627,-0.188124
4.945117,1.212434
5.015060,1.391685
1.398543,1.009269
1.737128,1.335459
2.907389,0.606233
5.895506,0.801184
2.385237,0.782765
0.148156,-0.506740
3.330719,1.204848
3.312628,1.101729
4.768076,0.970631
5.891806,1.481369
5.307823,1.229051
5.924621,-0.285409
0.056091,-0.404470
2.934491,-0.666407
2.962085,0.662329
0.028214,0.032008
0.047195,0.020139
3.476670,0.042612
3.395999,0.016181
3.036046,0.056280
5.870155,1.476548
3.295262,0.044547
4.104479,0.832599
3.799016,1.476506
3.402252,0.055473
3.972027,1.533923
3.304233,0.058197
5.762977,1.496319
3.154026,0.103122
3.686046,1.430408
3.222981,0.074020
0.058931,-0.051778
3.442286,0.018320
2.973878,0.079195
0.151074,1.489098
3.391343,0.023806
3.685764,1.423803
3.619854,1.425556
4.332075,0.421097
1.466185,1.084213
4.990764,0.823050
1.034835,1.514692
4.083233,0.664466
0.229708,1.343921
4.016994,1.079556
0.242368,1.386338
0.603607,1.355622
4.446046,1.449244
0.863379,1.081602
4.390548,0.921754
0.393188,0.439977
3.449109,0.638141
3.478539,-0.632124
5.932002,1.503585
4.318278,1.225048
3.015677,0.000424
3.534226,1.327219
3.933673,1.227063
3.275236,0.023060
0.514335,1.459234
3.785148,-0.006327
1.461233,0.103717
4.147863,0.687925
1.953861,0.799058
2.255601,0.994135
2.818543,1.313359
3.371759,0.593729
2.243890,0.792684
2.559257,-0.185282
2.467972,1.048764
5.663665,0.779496
1.968530,0.160349
1.648000,0.296864
5.003336,0.220529
5.947640,-0.256302
5.509845,0.253748
6.106998,-0.731724
2.064562,0.139011
3.853637,1.309464
2.687387,0.690479
4.635515,1.426559
1.744617,0.742514
3.046521,1.177424
4.088255,0.955623
4.846565,-0.689752
3.942777,0.831882
0.960059,1.365489
3.607801,1.188043
3.287912,-0.102191
0.525872,-0.285621
3.696931,1.319014
3.714240,1.191954
3.367421,-0.103039
3.672875,1.188669
3.226617,-0.030067
3.997524,1.453441
3.710090,0.770661
1.837973,0.272322
2.130430,1.096751
1.071006,1.358320
0.521814,0.530485
3.720060,1.286341
5.287034,1.258399
2.347418,-0.098227
0.468224,1.424875
4.520376,1.467510
4.679789,1.528768
4.336338,1.291439
2.056019,0.144182
3.805771,0.919397
0.056297,-0.020730
3.151800,1.067283
2.703477,0.575239
6.255355,-0.034860
3.877951,0.936275
0.519722,-0.047836
3.751433,1.290676
4.530634,1.260826
5.052927,0.952404
4.892715,0.411844
0.921186,0.132724
4.493374,0.176933
5.309013,0.316514
0.268795,1.223904
4.248139,0.623129
5.935809,0.004214
3.795118,0.612631
5.606975,1.123052
3.720012,0.395122
3.583881,0.952399
6.228968,-0.025770
5.889080,1.332020
3.065762,0.043643
0.030979,-0.046609
0.066462,0.070148
3.248152,-0.116764
6.112530,0.117762
2.839820,1.123743
3.046908,1.321485
3.536752,1.271794
2.904365,-0.170020
2.812426,1.416916
3.166306,-0.163421
3.088591,0.044690
0.364139,1.039759
3.627199,1.273085
5.958212,0.913932
2.980205,0.060210
2.279541,0.203550
1.455392,0.623095
1.985556,0.363804
2.081136,0.221879
4.360133,1.026540
0.721905,-0.025234
2.108131,0.224595
1.101918,0.021644
1.894100,0.185885
6.047793,0.233957
4.357411,1.291231
0.352078,0.340369
1.138921,0.563403
5.992086,-0.219184
2.037902,1.139656
3.093251,0.070918
